userId	Device	OS	sex	provinceID
e726fb69de83a3ec	General_Mobile	Android	unknown	0
1b8978f618d59eef	General_Mobile	iOS	unknown	0
8ee82ed6c2c5af59	General_Desktop	Windows XP	male	29
d0fff09ca1829e65	General_Mobile	Android	female	48
3126deccaae39ea1	General_Desktop	Windows XP	male	24
6778d882a1f59b5b	General_Mobile	iOS	female	25
3f08c939748521fc	General_Desktop	Windows XP	male	29
494f4c5d15a362f8	General_Desktop	Windows XP	female	24
0adabfff0b03d6f5	General_Desktop	Windows 7	female	29
8ef89affe7c22119	General_Desktop	Windows 7	male	24
b067d625bdeb9203	General_Desktop	Windows XP	unknown	0
a51016ca5bdb3378	General_Desktop	Windows 7	male	29
2368014e6a1cba1a	General_Desktop	Windows XP	female	29
d8b61d997accc4bb	General_Desktop	Windows 7	unknown	0
49b2d2240e5211f2	General_Desktop	Windows 7	male	24
83b364ebfe1bd5ca	General_Desktop	Windows XP	female	24
dd9d9b80c767a84a	General_Desktop	Windows XP	female	24
4539f04c7e774182	General_Desktop	Windows	unknown	24
049395bb83c2b77c	General_Desktop	Windows XP	female	29
959c5281105d40b5	General_Desktop	Windows	female	24
01af615d3a13f7e3	General_Tablet	Android	female	24
b669eded2253f2f2	General_Tablet	Android	female	24
046173f7bb1e1c1f	General_Desktop	Windows XP	male	24
88f5ad74009013a1	General_Desktop	Windows 7	unknown	0
2a02be4b4d2c0538	General_Desktop	Windows XP	female	29
3dd8e0ddc340a869	General_Desktop	Windows 7	female	29
3d96668f86f20432	General_Mobile	iOS	male	27
7670c620c71e4b1e	General_Mobile	Android	unknown	0
b1ae2f5e8b900f0e	General_Desktop	Windows XP	female	9999
070e296babd8a62f	General_Desktop	Windows XP	female	24
07c88eee2f35453a	General_Desktop	Windows 7	male	29
f50ca9033eb56af6	General_Desktop	Windows XP	male	24
cf13941b7b355634	General_Mobile	iOS	female	29
1381d44691cbb438	General_Desktop	Windows XP	male	24
76d2c4bba89282c0	General_Tablet	Android	female	29
1a2ba1afc3c918b3	General_Mobile	Android	female	24
f3229abb610325ab	General_Tablet	Android	male	24
e0cd458ae5116115	General_Desktop	Windows XP	unknown	59
cad6d17ad855812e	General_Desktop	Windows XP	male	27
45b527c0027bfe45	General_Mobile	Windows Phone	male	24
ee6a6ae350b69b6b	General_Mobile	Windows Phone	male	24
c5c006fb910514e4	General_Mobile	Android	unknown	0
5c7e39a053ef5a58	General_Mobile	Android	unknown	24
07449bc888064633	General_Desktop	Mac OS X	female	9999
226b9a8cde7ff7c0	General_Desktop	Windows XP	unknown	0
77c185f96d2ddce1	General_Desktop	Windows 7	female	24
e533f0c2cd26d5cb	General_Mobile	iOS	unknown	24
a727d3e794ba9aff	General_Desktop	Windows XP	male	29
c60d33ab286c6279	General_Tablet	iOS	unknown	24
f2f836cb8b6e97fb	General_Mobile	Android	male	24
a85190a57f5d8b0b	General_Desktop	Windows 7	female	15
bb546083bfedef86	General_Desktop	Windows 7	female	24
3bf44a1c1a29a654	General_Desktop	Windows XP	unknown	24
b7286048b427dd6a	General_Desktop	Windows XP	female	29
0a9e2918d4ffe06d	General_Mobile	iOS	male	24
ea06a880ebee010c	General_Desktop	Windows 7	female	8
f437d67948365147	General_Tablet	iOS	unknown	24
9d319ca67a1b499f	General_Tablet	iOS	unknown	0
0ecc7489de340a5c	General_Desktop	Windows 7	female	29
9a64a4decdaeae6c	General_Desktop	Windows 7	female	24
70d7eec2bd970603	General_Desktop	Windows 7	male	24
18fab45de408c2da	General_Desktop	Windows XP	female	24
c17da4378c9d6cf1	General_Desktop	Windows XP	female	9999
c0bf7a4e25d7fb69	General_Desktop	Windows 8	male	24
51d8f4aa7f65bedf	General_Desktop	Windows XP	male	24
ef9b9a50638b75ca	General_Desktop	Windows XP	female	49
6339f6a40e82a84c	General_Mobile	iOS	unknown	29
5e01298bae93a574	General_Desktop	Windows XP	male	24
c3591ead1e8d891f	General_Mobile	iOS	unknown	0
aaca80bb7d4ac189	General_Mobile	iOS	male	24
1a557f312991b06c	General_Mobile	iOS	male	29
45a0f65a7582bb23	General_Desktop	Windows 7	male	24
3c4cfa11dceada10	General_Desktop	Windows XP	unknown	29
39d0562acd156fa7	General_Desktop	Windows 7	female	24
7309c0ead8e8ec56	General_Desktop	Windows	female	24
adf3a9c55e9db6ed	General_Desktop	Windows 7	male	29
7404899582bb686a	General_Desktop	Windows XP	female	24
916989e493374ed3	General_Mobile	iOS	unknown	0
fe20f918858890d4	General_Desktop	Windows 7	male	29
c2e6104e32ecb94d	General_Desktop	Windows	unknown	24
a49fcf7a20c78b22	General_Desktop	Windows 7	female	24
73a5e8b3319e14c7	General_Tablet	iOS	unknown	0
8f6c80523f8ced6c	General_Desktop	Windows XP	male	29
6584ef997224448c	General_Mobile	iOS	male	9999
62c4dd12c9732a86	General_Desktop	Windows XP	unknown	0
f05b1a0fdabb3240	General_Desktop	Windows 7	male	24
efa7f1a4b33ff80b	General_Desktop	Windows XP	female	29
ad1c93c59f960bf2	General_Desktop	Symbian OS	female	24
9c589107a207781c	General_Desktop	Windows XP	male	29
2dc951e95e4583fd	General_Mobile	iOS	male	9999
fdc3b1cfbb829462	General_Tablet	iOS	unknown	24
0bc1ad2bd40d2bfa	General_Mobile	iOS	unknown	0
14f3ae9cdd69d157	General_Mobile	iOS	unknown	0
fb16be8a6cdaa8a4	General_Desktop	Windows 7	unknown	0
9b84a92fc91b204f	General_Desktop	Windows XP	male	29
152cc446b213cfc5	General_Tablet	iOS	female	24
7ffedc670217b036	General_Desktop	Windows 7	unknown	0
3f8369a8e2e88511	General_Desktop	Windows XP	male	29
8ef89affe7c22119	General_Desktop	Windows 7	male	24
f5594ccf6e4e0907	General_Desktop	Windows 7	female	24
7e8adb21685b96ac	General_Mobile	iOS	female	29
062b5613f2c3b8e4	General_Desktop	Windows XP	unknown	0
4622b954521db57d	General_Mobile	iOS	male	24
f3b81351ae78b6e2	General_Desktop	Windows 7	female	6
cc4e496cd719e242	General_Desktop	Windows XP	female	58
41a6d43422909dcb	General_Mobile	iOS	female	13
6d275620b9c4c48c	General_Desktop	Windows 8	female	24
74488810b8882980	General_Desktop	Windows XP	female	24
2dfd5ab514e1fe51	General_Desktop	Windows XP	male	24
a34d854e8f22ba42	General_Desktop	Windows 7	unknown	24
e931acb8b24d90ae	General_Mobile	iOS	unknown	0
66445233f99a0078	General_Desktop	Windows XP	unknown	0
24d9b588d8055634	General_Desktop	Windows 7	female	24
b2d8ddd3b37445c6	General_Mobile	iOS	female	29
25a82fb39412e6f3	General_Desktop	Windows 8	unknown	0
e7c0fe7ef429eb74	General_Desktop	Windows XP	male	29
f9db77da32f58dac	General_Desktop	Windows 7	male	2
4b75db2a2ad020c8	General_Desktop	Windows 7	male	24
a483fbc1d9709775	General_Desktop	Windows 7	unknown	0
ea1bbb4231ed3cbd	General_Desktop	Windows 7	male	24
bbcc1ede25e5a3e8	General_Desktop	Mac OS X	unknown	24
3ad8a24c329f25d5	General_Mobile	Android	male	24
2d76597f8e181032	General_Desktop	Windows XP	male	24
a39c47f54a4a6f81	General_Desktop	Windows 7	female	9999
1abfef37fc36a0de	General_Mobile	Android	female	24
45072d2be35fdcb2	General_Desktop	Windows XP	male	29
046e01f615038a96	General_Desktop	Windows 7	unknown	24
f25976887600bcb5	General_Tablet	Android	female	24
3c783400e7024834	General_Mobile	iOS	unknown	24
2a2300fba71982cd	General_Desktop	Windows 7	male	24
f3cf620f0351632b	General_Mobile	Android	male	24
1330c053fa2adca1	General_Desktop	Windows XP	male	24
06d5c14d1af86bcb	General_Mobile	Android	unknown	24
5baa90dbbee427ba	General_Mobile	Android	female	31
4262761ac23ba30d	General_Desktop	Windows 7	unknown	0
